Topic,DataValue,Stratification1,Location
Cardiovascular Disease,83.2,Female,South Carolina
Chronic Obstructive Pulmonary Disease,83.24,Male,Arkansas
Chronic Obstructive Pulmonary Disease,83.24,Male,Illinois
Chronic Obstructive Pulmonary Disease,83.24,Male,Nevada
Cancer,83.3,"Asian or Pacific Islander, non-Hispanic",Montana
Diabetes,83.3,Female,Colorado
Cardiovascular Disease,83.3,"Asian, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,83.35,Male,New Jersey
Chronic Obstructive Pulmonary Disease,83.37,"White, non-Hispanic",Georgia
Diabetes,83.4,Overall,California
Chronic Obstructive Pulmonary Disease,83.4,"Black, non-Hispanic",Missouri
Chronic Obstructive Pulmonary Disease,83.42,"White, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,83.42,"Black, non-Hispanic",Massachusetts
Diabetes,83.5,Overall,New Hampshire
Diabetes,83.5,Female,New York
Cancer,83.5,"Asian or Pacific Islander, non-Hispanic",Maryland
Chronic Obstructive Pulmonary Disease,83.5,Hispanic,Oklahoma
Diabetes,83.5,Age 45-64,Idaho
Chronic Obstructive Pulmonary Disease,83.5,Female,Rhode Island
Cardiovascular Disease,83.5,Female,Delaware
Cancer,83.6,"Asian or Pacific Islander, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,83.6,Male,Virginia
Chronic Obstructive Pulmonary Disease,83.66,Female,Nevada
Diabetes,83.7,Female,Maine
Chronic Obstructive Pulmonary Disease,83.75,"White, non-Hispanic",North Carolina
Chronic Obstructive Pulmonary Disease,83.76,Hispanic,Michigan
Chronic Obstructive Pulmonary Disease,83.76,"Black, non-Hispanic",Wyoming
Cardiovascular Disease,83.8,"Multiracial, non-Hispanic",Kansas
Chronic Obstructive Pulmonary Disease,83.85,Female,Minnesota
Chronic Obstructive Pulmonary Disease,83.9,"Asian, non-Hispanic",Oklahoma
Cardiovascular Disease,83.9,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Chronic Obstructive Pulmonary Disease,83.93,Overall,Wisconsin
Chronic Obstructive Pulmonary Disease,83.99,"American Indian or Alaska Native, non-Hispanic",Oregon
Cardiovascular Disease,84.0,Overall,Massachusetts
Chronic Obstructive Pulmonary Disease,84.0,Age 45-64,Vermont
Chronic Obstructive Pulmonary Disease,84.0,Female,Minnesota
Chronic Obstructive Pulmonary Disease,84.01,"American Indian or Alaska Native, non-Hispanic",Massachusetts
Diabetes,84.1,Overall,North Carolina
Cardiovascular Disease,84.1,Female,Delaware
Cardiovascular Disease,84.1,"Black, non-Hispanic",Utah
Cardiovascular Disease,84.1,"Black, non-Hispanic",Hawaii
Cardiovascular Disease,84.1,"Black, non-Hispanic",Indiana
Cardiovascular Disease,84.1,"Black, non-Hispanic",Connecticut
Chronic Obstructive Pulmonary Disease,84.12,"White, non-Hispanic",Nevada
Diabetes,84.2,Overall,Connecticut
Cardiovascular Disease,84.2,"Multiracial, non-Hispanic",Hawaii
Alcohol,84.2,"American Indian or Alaska Native, non-Hispanic",North Dakota
Cardiovascular Disease,84.3,"Asian, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,84.3,Male,South Carolina
Diabetes,84.4,Male,Utah
Cardiovascular Disease,84.4,Age 45-64,Oregon
Cardiovascular Disease,84.4,"Black, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,84.4,Male,Massachusetts
Chronic Obstructive Pulmonary Disease,84.4,"White, non-Hispanic",Oklahoma
Diabetes,84.4,Age 45-64,Vermont
Chronic Obstructive Pulmonary Disease,84.5,Male,Texas
Diabetes,84.5,"Black, non-Hispanic",Georgia
Cardiovascular Disease,84.5,"White, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,84.56,Hispanic,Massachusetts
Cancer,84.6,Male,West Virginia
Chronic Obstructive Pulmonary Disease,84.6,"Black, non-Hispanic",Arkansas
Diabetes,84.6,Age 45-64,Illinois
Chronic Obstructive Pulmonary Disease,84.6,"Multiracial, non-Hispanic",Arizona
Diabetes,84.6,Age 45-64,Louisiana
Cancer,84.6,"Asian or Pacific Islander, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,84.68,Female,North Carolina
Cardiovascular Disease,84.7,Female,Illinois
Diabetes,84.7,"Black, non-Hispanic",Florida
Diabetes,84.8,Female,South Carolina
Diabetes,84.8,"American Indian or Alaska Native, non-Hispanic",Florida
Cancer,84.8,"Asian or Pacific Islander, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,84.8,"Black, non-Hispanic",Washington
Diabetes,84.8,Age 45-64,South Carolina
Chronic Obstructive Pulmonary Disease,84.85,Male,Oklahoma
Cancer,84.9,"American Indian or Alaska Native, non-Hispanic",Massachusetts
Cardiovascular Disease,84.9,"Asian, non-Hispanic",New Mexico
Chronic Obstructive Pulmonary Disease,84.9,Female,New York
Chronic Obstructive Pulmonary Disease,84.92,Overall,Massachusetts
Chronic Obstructive Pulmonary Disease,84.96,Overall,Georgia
Chronic Obstructive Pulmonary Disease,84.98,"Black, non-Hispanic",Massachusetts
Chronic Obstructive Pulmonary Disease,85.0,Age 45-64,Michigan
Chronic Obstructive Pulmonary Disease,85.0,Overall,Virginia
Chronic Obstructive Pulmonary Disease,85.05,Overall,North Carolina
Cardiovascular Disease,85.1,"Black, non-Hispanic",North Carolina
Chronic Obstructive Pulmonary Disease,85.1,Male,Illinois
Diabetes,85.1,Age 45-64,Vermont
Chronic Obstructive Pulmonary Disease,85.1,Age 45-64,Iowa
Diabetes,85.1,"White, non-Hispanic",New Jersey
Diabetes,85.1,Hispanic,Arizona
Chronic Obstructive Pulmonary Disease,85.2,Male,Utah
Chronic Obstructive Pulmonary Disease,85.22,"Black, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,85.22,Male,Oklahoma
Chronic Obstructive Pulmonary Disease,85.3,Male,Utah
Cardiovascular Disease,85.3,"Black, non-Hispanic",Florida
Diabetes,85.4,Overall,Kansas
Chronic Obstructive Pulmonary Disease,85.4,"Black, non-Hispanic",Illinois
Chronic Obstructive Pulmonary Disease,85.47,"White, non-Hispanic",Louisiana
Diabetes,85.5,Male,Massachusetts
Chronic Obstructive Pulmonary Disease,85.54,Overall,Oklahoma
Cardiovascular Disease,85.6,"Black, non-Hispanic",Texas
Chronic Obstructive Pulmonary Disease,85.6,Female,Nevada
Chronic Obstructive Pulmonary Disease,85.6,"Black, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,85.7,"White, non-Hispanic",Connecticut
Chronic Obstructive Pulmonary Disease,85.7,"White, non-Hispanic",Alaska
Chronic Obstructive Pulmonary Disease,85.7,Age 45-64,Nebraska
Chronic Obstructive Pulmonary Disease,85.7,Male,Washington
Cancer,85.8,"American Indian or Alaska Native, non-Hispanic",Massachusetts
Diabetes,85.8,Hispanic,Oklahoma
Cardiovascular Disease,85.8,Age 45-64,Massachusetts
Cancer,85.8,"Asian or Pacific Islander, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,85.81,Female,Oklahoma
Chronic Obstructive Pulmonary Disease,85.9,"Black, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,85.98,"White, non-Hispanic",Minnesota
Cardiovascular Disease,86.0,Female,Wisconsin
Cardiovascular Disease,86.0,Age 45-64,Alabama
Diabetes,86.0,"Black, non-Hispanic",Missouri
Cardiovascular Disease,86.1,Overall,Oregon
Chronic Obstructive Pulmonary Disease,86.1,Hispanic,New York
Diabetes,86.1,Age 45-64,New Mexico
Chronic Obstructive Pulmonary Disease,86.11,"White, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,86.13,"American Indian or Alaska Native, non-Hispanic",Wyoming
Chronic Obstructive Pulmonary Disease,86.19,Overall,North Carolina
Chronic Obstructive Pulmonary Disease,86.2,Female,Alaska
Cardiovascular Disease,86.2,Female,Alabama
Chronic Obstructive Pulmonary Disease,86.26,Overall,Minnesota
Chronic Obstructive Pulmonary Disease,86.26,Male,New York
Cardiovascular Disease,86.3,"Black, non-Hispanic",Alabama
Cardiovascular Disease,86.3,"American Indian or Alaska Native, non-Hispanic",Minnesota
Diabetes,86.3,Age 45-64,Pennsylvania
Cardiovascular Disease,86.3,"American Indian or Alaska Native, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,86.3,Female,Virginia
Cardiovascular Disease,86.3,"American Indian or Alaska Native, non-Hispanic",Utah
Diabetes,86.4,Male,Alaska
Chronic Obstructive Pulmonary Disease,86.4,Age 45-64,Iowa
Alcohol,86.4,"American Indian or Alaska Native, non-Hispanic",New Mexico
Cardiovascular Disease,86.5,"Black, non-Hispanic",Alabama
Chronic Obstructive Pulmonary Disease,86.5,"Multiracial, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,86.57,"American Indian or Alaska Native, non-Hispanic",Colorado
Chronic Obstructive Pulmonary Disease,86.6,"Multiracial, non-Hispanic",Michigan
Chronic Obstructive Pulmonary Disease,86.6,Age 45-64,Missouri
Alcohol,86.6,Age 45-64,New Mexico
Chronic Obstructive Pulmonary Disease,86.6,"White, non-Hispanic",New York
Cardiovascular Disease,86.6,Female,Wisconsin
Diabetes,86.6,Male,New Jersey
Chronic Obstructive Pulmonary Disease,86.65,"Black, non-Hispanic",New Hampshire
Cardiovascular Disease,86.7,Overall,Idaho
Chronic Obstructive Pulmonary Disease,86.7,Female,Hawaii
Diabetes,86.8,Female,Arizona
Cardiovascular Disease,86.8,Female,Louisiana
Cardiovascular Disease,86.8,Female,North Dakota
Cardiovascular Disease,86.8,Hispanic,Hawaii
Cardiovascular Disease,86.8,Age 45-64,Nevada
Cardiovascular Disease,86.8,Age 45-64,Nevada
Diabetes,86.8,"White, non-Hispanic",Louisiana
Cardiovascular Disease,86.8,Age 45-64,Kansas
Diabetes,86.9,Female,Missouri
Cardiovascular Disease,86.9,"Black, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,86.94,Overall,New York
Chronic Obstructive Pulmonary Disease,86.95,Hispanic,Connecticut
Cardiovascular Disease,87.0,Female,Arizona
Chronic Obstructive Pulmonary Disease,87.0,"Black, non-Hispanic",California
Diabetes,87.0,Age 45-64,Florida
Cardiovascular Disease,87.0,Female,Connecticut
Chronic Obstructive Pulmonary Disease,87.0,"American Indian or Alaska Native, non-Hispanic",New Mexico
Cancer,87.0,Male,West Virginia
Diabetes,87.0,Female,Washington
Cardiovascular Disease,87.0,Female,Nevada
Cardiovascular Disease,87.0,"American Indian or Alaska Native, non-Hispanic",Florida
Chronic Obstructive Pulmonary Disease,87.07,"American Indian or Alaska Native, non-Hispanic",Virginia
Alcohol,87.1,"American Indian or Alaska Native, non-Hispanic",South Dakota
Diabetes,87.1,Overall,North Dakota
Diabetes,87.1,Overall,Louisiana
Chronic Obstructive Pulmonary Disease,87.17,Overall,Oklahoma
Cancer,87.2,"American Indian or Alaska Native, non-Hispanic",Kentucky
Diabetes,87.2,Overall,Virginia
Chronic Obstructive Pulmonary Disease,87.2,Female,Louisiana
Chronic Obstructive Pulmonary Disease,87.2,"White, non-Hispanic",Massachusetts
Chronic Obstructive Pulmonary Disease,87.2,Overall,Utah
Diabetes,87.2,Female,New Hampshire
Diabetes,87.3,Age 45-64,Missouri
Diabetes,87.3,"White, non-Hispanic",Massachusetts
Cardiovascular Disease,87.3,"American Indian or Alaska Native, non-Hispanic",Minnesota
Diabetes,87.3,"Black, non-Hispanic",Pennsylvania
Alcohol,87.3,"American Indian or Alaska Native, non-Hispanic",Minnesota
Chronic Obstructive Pulmonary Disease,87.36,"White, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,87.38,Overall,Mississippi
Cancer,87.4,"Asian or Pacific Islander, non-Hispanic",Florida
Cardiovascular Disease,87.4,"White, non-Hispanic",Minnesota
Cardiovascular Disease,87.4,Male,Colorado
Cardiovascular Disease,87.4,"Asian, non-Hispanic",Hawaii
Chronic Obstructive Pulmonary Disease,87.4,Age 45-64,Ohio
Chronic Obstructive Pulmonary Disease,87.5,"White, non-Hispanic",Utah
Chronic Obstructive Pulmonary Disease,87.5,Female,Illinois
Chronic Obstructive Pulmonary Disease,87.5,"Asian, non-Hispanic",Hawaii
Cardiovascular Disease,87.5,"American Indian or Alaska Native, non-Hispanic",Oregon
Cardiovascular Disease,87.6,Age 45-64,Pennsylvania
Chronic Obstructive Pulmonary Disease,87.6,Female,Connecticut
Cardiovascular Disease,87.6,Age 45-64,Texas
Chronic Obstructive Pulmonary Disease,87.61,"Black, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,87.66,Male,Massachusetts
Diabetes,87.7,Female,Wisconsin
Chronic Obstructive Pulmonary Disease,87.7,Age 45-64,Louisiana
Diabetes,87.7,Male,Colorado
Alcohol,87.8,"American Indian or Alaska Native, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,87.8,Female,Minnesota
Diabetes,87.8,Female,Nevada
Chronic Obstructive Pulmonary Disease,87.84,Male,Maine
Chronic Obstructive Pulmonary Disease,87.9,"Black, non-Hispanic",Illinois
Cardiovascular Disease,87.9,Overall,Hawaii
Diabetes,87.9,Age 45-64,Minnesota
Diabetes,87.9,Female,North Dakota
Chronic Obstructive Pulmonary Disease,87.9,Female,Minnesota
Chronic Obstructive Pulmonary Disease,87.92,Male,Wisconsin
Chronic Obstructive Pulmonary Disease,87.95,Male,North Carolina
Chronic Obstructive Pulmonary Disease,87.97,Male,North Carolina
Chronic Obstructive Pulmonary Disease,87.99,Female,Georgia
Chronic Obstructive Pulmonary Disease,88.0,Hispanic,Michigan
Cardiovascular Disease,88.0,Age 45-64,Wyoming
Cardiovascular Disease,88.0,"American Indian or Alaska Native, non-Hispanic",New York
Diabetes,88.1,Overall,Michigan
Cardiovascular Disease,88.1,Overall,Nebraska
Chronic Obstructive Pulmonary Disease,88.1,"Black, non-Hispanic",Mississippi
Cardiovascular Disease,88.1,Hispanic,Texas
Chronic Obstructive Pulmonary Disease,88.12,"White, non-Hispanic",Georgia
Cardiovascular Disease,88.2,Female,Arizona
Chronic Obstructive Pulmonary Disease,88.2,"Multiracial, non-Hispanic",Colorado
Cardiovascular Disease,88.2,Female,Nevada
Cardiovascular Disease,88.3,Female,Nevada
Cardiovascular Disease,88.3,Overall,Texas
Cardiovascular Disease,88.3,"American Indian or Alaska Native, non-Hispanic",New York
Diabetes,88.3,Hispanic,Florida
Cardiovascular Disease,88.3,Overall,Virginia
Chronic Obstructive Pulmonary Disease,88.3,Female,Connecticut
Chronic Obstructive Pulmonary Disease,88.4,"American Indian or Alaska Native, non-Hispanic",New York
Cardiovascular Disease,88.4,"White, non-Hispanic",Minnesota
Diabetes,88.5,"Hawaiian or Pacific Islander, non-Hispanic",Hawaii
Chronic Obstructive Pulmonary Disease,88.5,"American Indian or Alaska Native, non-Hispanic",Texas
Diabetes,88.5,Age 45-64,South Dakota
Cardiovascular Disease,88.5,Overall,Nebraska
Chronic Obstructive Pulmonary Disease,88.59,"Black, non-Hispanic",Virginia
Chronic Obstructive Pulmonary Disease,88.6,"Black, non-Hispanic",Ohio
Cardiovascular Disease,88.6,"American Indian or Alaska Native, non-Hispanic",Missouri
Chronic Obstructive Pulmonary Disease,88.6,Age 45-64,Louisiana
Chronic Obstructive Pulmonary Disease,88.6,"White, non-Hispanic",Massachusetts
Diabetes,88.6,Female,Virginia
Cardiovascular Disease,88.6,Female,Montana
Chronic Obstructive Pulmonary Disease,88.61,Male,Georgia
Cardiovascular Disease,88.7,Overall,Nebraska
Cardiovascular Disease,88.7,Female,Connecticut
Chronic Obstructive Pulmonary Disease,88.7,Age 45-64,Iowa
Chronic Obstructive Pulmonary Disease,88.8,"Black, non-Hispanic",Nebraska
Diabetes,88.8,Overall,Rhode Island
Cardiovascular Disease,88.8,Overall,Washington
Cardiovascular Disease,88.8,"White, non-Hispanic",Delaware
Chronic Obstructive Pulmonary Disease,88.8,Overall,Louisiana
Diabetes,88.9,Female,Alabama
Cardiovascular Disease,88.9,Female,Indiana
Cardiovascular Disease,88.9,Hispanic,New Mexico
Chronic Obstructive Pulmonary Disease,88.9,Overall,Minnesota
Cancer,88.9,"Asian or Pacific Islander, non-Hispanic",Washington
Chronic Obstructive Pulmonary Disease,88.93,Male,Minnesota
Diabetes,89.0,Age 45-64,Rhode Island
Cancer,89.0,"Asian or Pacific Islander, non-Hispanic",New York
Cardiovascular Disease,89.0,"American Indian or Alaska Native, non-Hispanic",Minnesota
Chronic Obstructive Pulmonary Disease,89.0,"Black, non-Hispanic",Oklahoma
Diabetes,89.0,Female,Maine
Cardiovascular Disease,89.1,"Black, non-Hispanic",Maine
Chronic Obstructive Pulmonary Disease,89.1,Age 45-64,Alabama
Chronic Obstructive Pulmonary Disease,89.1,Hispanic,Michigan
Chronic Obstructive Pulmonary Disease,89.1,"Black, non-Hispanic",Ohio
Cardiovascular Disease,89.1,"American Indian or Alaska Native, non-Hispanic",Oregon
Chronic Obstructive Pulmonary Disease,89.1,Male,Virginia
Diabetes,89.1,Male,Hawaii
Diabetes,89.1,Female,Indiana
Cardiovascular Disease,89.1,Age 45-64,Pennsylvania
Chronic Obstructive Pulmonary Disease,89.1,Overall,Texas
Chronic Obstructive Pulmonary Disease,89.12,Female,Oklahoma
Chronic Obstructive Pulmonary Disease,89.17,"White, non-Hispanic",Mississippi
Diabetes,89.2,Age 45-64,New York
Cardiovascular Disease,89.2,Female,Indiana
Diabetes,89.2,Female,Arkansas
Chronic Obstructive Pulmonary Disease,89.2,"Black, non-Hispanic",Arkansas
Chronic Obstructive Pulmonary Disease,89.3,Overall,Illinois
Diabetes,89.3,Overall,Pennsylvania
Cardiovascular Disease,89.4,Hispanic,Texas
Diabetes,89.4,Male,Missouri
Diabetes,89.4,Age 45-64,Hawaii
Chronic Obstructive Pulmonary Disease,89.41,"White, non-Hispanic",Louisiana
Chronic Obstructive Pulmonary Disease,89.42,Overall,Georgia
Chronic Obstructive Pulmonary Disease,89.45,Male,New York
Cardiovascular Disease,89.5,"American Indian or Alaska Native, non-Hispanic",Wisconsin
Diabetes,89.5,Female,Georgia
Cardiovascular Disease,89.5,Male,Alaska
Chronic Obstructive Pulmonary Disease,89.5,"White, non-Hispanic",Minnesota
Cardiovascular Disease,89.5,"White, non-Hispanic",Minnesota
Cardiovascular Disease,89.5,"Asian, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,89.56,"American Indian or Alaska Native, non-Hispanic",Montana
Cardiovascular Disease,89.6,"Black, non-Hispanic",Virginia
Chronic Obstructive Pulmonary Disease,89.6,"Black, non-Hispanic",Iowa
Cardiovascular Disease,89.6,Age 45-64,Massachusetts
Cardiovascular Disease,89.7,Age 45-64,South Dakota
Diabetes,89.7,Age 45-64,Delaware
Cardiovascular Disease,89.7,Female,New Jersey
Chronic Obstructive Pulmonary Disease,89.7,Male,Rhode Island
Chronic Obstructive Pulmonary Disease,89.7,"White, non-Hispanic",Maryland
Chronic Obstructive Pulmonary Disease,89.72,"Black, non-Hispanic",Arizona
Cardiovascular Disease,89.8,"American Indian or Alaska Native, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,89.8,"Black, non-Hispanic",Mississippi
Chronic Obstructive Pulmonary Disease,89.9,Age 45-64,Alabama
Cardiovascular Disease,89.9,Female,Delaware
Cardiovascular Disease,89.9,Age 45-64,South Carolina
Diabetes,89.9,"Black, non-Hispanic",Virginia
Cardiovascular Disease,89.9,Female,Maryland
Diabetes,90.0,Overall,Hawaii
Cancer,90.0,"Asian or Pacific Islander, non-Hispanic",Oregon
Cancer,90.0,"Asian or Pacific Islander, non-Hispanic",Oregon
Chronic Obstructive Pulmonary Disease,90.0,Age 45-64,Missouri
Diabetes,90.0,"Asian, non-Hispanic",Mississippi
Cardiovascular Disease,90.0,"Multiracial, non-Hispanic",Hawaii
Chronic Obstructive Pulmonary Disease,90.1,Male,Minnesota
Cancer,90.1,"Asian or Pacific Islander, non-Hispanic",New York
Chronic Obstructive Pulmonary Disease,90.17,Overall,Nevada
Chronic Obstructive Pulmonary Disease,90.2,"White, non-Hispanic",Utah
Cardiovascular Disease,90.2,Overall,Washington
Diabetes,90.2,"Multiracial, non-Hispanic",Hawaii
Diabetes,90.2,"White, non-Hispanic",Arizona
Chronic Obstructive Pulmonary Disease,90.2,Male,Wisconsin
Cardiovascular Disease,90.3,Female,Wisconsin
Diabetes,90.3,Female,North Carolina
Chronic Obstructive Pulmonary Disease,90.3,"Black, non-Hispanic",California
Diabetes,90.3,Age 45-64,Washington
Cardiovascular Disease,90.4,Age 45-64,Nevada
Diabetes,90.4,Female,Kansas
Cardiovascular Disease,90.4,Overall,Idaho
Chronic Obstructive Pulmonary Disease,90.4,Male,New Hampshire
Cardiovascular Disease,90.4,Female,Indiana
Chronic Obstructive Pulmonary Disease,90.4,"Black, non-Hispanic",Connecticut
Diabetes,90.4,Age 45-64,North Carolina
Chronic Obstructive Pulmonary Disease,90.4,"Black, non-Hispanic",Wisconsin
Cardiovascular Disease,90.5,Age 45-64,Colorado
Chronic Obstructive Pulmonary Disease,90.5,Hispanic,Texas
Diabetes,90.5,"Asian, non-Hispanic",Oklahoma
Chronic Obstructive Pulmonary Disease,90.5,Overall,Massachusetts
